Customer_ID,Review_Rating,Subscription_Status,Shipping_Type,Discount_Applied,Previous_Purchases,Payment_Method
504,3.2,Yes,Next Day Air,Yes,26,Bank Transfer
505,3.9,Yes,Free Shipping,Yes,26,PayPal
506,4.3,Yes,Express,Yes,9,Cash
507,2.7,Yes,2-Day Shipping,Yes,48,Debit Card
508,5,Yes,Store Pickup,Yes,33,Debit Card
509,3.7,Yes,Store Pickup,Yes,31,PayPal
510,3.9,Yes,Free Shipping,Yes,17,Debit Card
511,3.9,Yes,2-Day Shipping,Yes,22,Venmo
512,3.1,Yes,Free Shipping,Yes,8,PayPal
513,3.3,Yes,Next Day Air,Yes,2,Bank Transfer
514,3.6,Yes,Store Pickup,Yes,45,Venmo
515,4.3,Yes,Standard,Yes,47,PayPal
516,4.5,Yes,Next Day Air,Yes,7,Cash
517,2.8,Yes,2-Day Shipping,Yes,19,Debit Card
518,2.7,Yes,Free Shipping,Yes,44,Cash
519,2.9,Yes,Next Day Air,Yes,16,Venmo
520,4.4,Yes,2-Day Shipping,Yes,17,Bank Transfer
521,3.9,Yes,Free Shipping,Yes,20,Debit Card
522,3.5,Yes,Standard,Yes,50,Bank Transfer
523,2.5,Yes,Store Pickup,Yes,37,Cash
524,4.9,Yes,Express,Yes,5,PayPal
525,4.8,Yes,Free Shipping,Yes,44,PayPal
526,3.2,Yes,Next Day Air,Yes,41,Debit Card
527,4.9,Yes,Standard,Yes,19,Cash
528,4.3,Yes,Next Day Air,Yes,47,Bank Transfer
529,3.2,Yes,Express,Yes,40,Cash
530,3.7,Yes,Standard,Yes,6,Credit Card
531,3.2,Yes,Store Pickup,Yes,25,Credit Card
532,3.4,Yes,Next Day Air,Yes,42,Cash
533,4.1,Yes,Express,Yes,35,Bank Transfer
534,4.5,Yes,Next Day Air,Yes,17,Debit Card
535,4.5,Yes,Next Day Air,Yes,4,PayPal
536,3.2,Yes,Free Shipping,Yes,24,Bank Transfer
537,4.4,Yes,Store Pickup,Yes,16,Debit Card
538,3,Yes,Store Pickup,Yes,14,Debit Card
539,3.2,Yes,Free Shipping,Yes,43,Cash
540,4,Yes,Store Pickup,Yes,49,Debit Card
541,3.1,Yes,Next Day Air,Yes,33,Cash
542,2.8,Yes,Next Day Air,Yes,45,Cash
543,4.6,Yes,Next Day Air,Yes,35,Cash
544,4.3,Yes,Express,Yes,11,Credit Card
545,3.3,Yes,Standard,Yes,30,Bank Transfer
546,3.5,Yes,2-Day Shipping,Yes,48,Debit Card
547,3.4,Yes,Free Shipping,Yes,45,Venmo
548,2.8,Yes,Free Shipping,Yes,26,Venmo
549,4.6,Yes,Store Pickup,Yes,41,Debit Card
550,3.6,Yes,Express,Yes,37,Venmo
551,3.3,Yes,Store Pickup,Yes,12,PayPal
552,3.1,Yes,2-Day Shipping,Yes,27,Cash
553,3.5,Yes,Express,Yes,18,Bank Transfer
554,3.2,Yes,Express,Yes,15,Credit Card
555,3,Yes,Express,Yes,34,Bank Transfer
556,4.8,Yes,Express,Yes,37,Venmo
557,5,Yes,Store Pickup,Yes,21,Cash
558,2.9,Yes,Free Shipping,Yes,31,Debit Card
559,3.2,Yes,Express,Yes,43,Debit Card
560,2.9,Yes,Store Pickup,Yes,22,Bank Transfer
561,3.3,Yes,Free Shipping,Yes,12,Debit Card
562,2.6,Yes,Next Day Air,Yes,25,PayPal
563,3.5,Yes,Standard,Yes,40,Debit Card
564,4.4,Yes,Standard,Yes,16,Debit Card
565,3.4,Yes,Next Day Air,Yes,30,Bank Transfer
566,4.2,Yes,Store Pickup,Yes,10,Venmo
567,3.6,Yes,Store Pickup,Yes,1,Debit Card
568,3,Yes,Next Day Air,Yes,24,Venmo
569,4,Yes,Free Shipping,Yes,36,PayPal
570,4.4,Yes,Express,Yes,46,Credit Card
571,4.1,Yes,Standard,Yes,20,Cash
572,3.6,Yes,Free Shipping,Yes,37,Venmo
573,4.6,Yes,Next Day Air,Yes,26,Bank Transfer
574,3.2,Yes,2-Day Shipping,Yes,23,Credit Card
575,4.8,Yes,Free Shipping,Yes,20,Bank Transfer
576,4.8,Yes,Express,Yes,38,PayPal
577,5,Yes,2-Day Shipping,Yes,5,Credit Card
578,3.7,Yes,Store Pickup,Yes,41,Venmo
579,4.6,Yes,Next Day Air,Yes,22,Credit Card
580,3.7,Yes,Free Shipping,Yes,48,Credit Card
581,4.1,Yes,Free Shipping,Yes,10,PayPal
582,2.7,Yes,Store Pickup,Yes,12,Bank Transfer
583,4.9,Yes,Store Pickup,Yes,2,Bank Transfer
584,4,Yes,Store Pickup,Yes,38,PayPal
585,4.7,Yes,Free Shipping,Yes,20,Debit Card
586,2.8,Yes,Next Day Air,Yes,5,Cash
587,4.9,Yes,2-Day Shipping,Yes,9,Venmo
588,4.2,Yes,Express,Yes,48,Debit Card
589,3,Yes,Standard,Yes,9,Debit Card
590,3.4,Yes,2-Day Shipping,Yes,40,PayPal
591,4.6,Yes,Standard,Yes,30,Venmo
592,4.2,Yes,Store Pickup,Yes,6,Debit Card
593,3.2,Yes,Free Shipping,Yes,42,Venmo
594,4.4,Yes,Store Pickup,Yes,9,PayPal
595,2.5,Yes,Next Day Air,Yes,6,Debit Card
596,3.6,Yes,Next Day Air,Yes,47,PayPal
597,4.5,Yes,Store Pickup,Yes,36,Venmo
598,3.4,Yes,Standard,Yes,19,Bank Transfer
599,3.2,Yes,2-Day Shipping,Yes,30,Cash
600,4.2,Yes,Standard,Yes,27,Debit Card
601,5,Yes,2-Day Shipping,Yes,25,Venmo
602,4.7,Yes,Store Pickup,Yes,5,Cash
603,4.2,Yes,Next Day Air,Yes,10,Cash
604,3.4,Yes,2-Day Shipping,Yes,26,PayPal
605,4.4,Yes,Store Pickup,Yes,11,Credit Card
606,4.2,Yes,Standard,Yes,17,Bank Transfer
607,4.5,Yes,Standard,Yes,44,PayPal
608,2.8,Yes,Next Day Air,Yes,44,Cash
609,3.3,Yes,Next Day Air,Yes,21,Venmo
610,4.6,Yes,Next Day Air,Yes,49,Credit Card
611,2.5,Yes,Free Shipping,Yes,27,Bank Transfer
612,4.7,Yes,Store Pickup,Yes,19,Cash
613,4.6,Yes,Express,Yes,33,Credit Card
614,2.6,Yes,Standard,Yes,46,Cash
615,4,Yes,Standard,Yes,21,Credit Card
616,2.6,Yes,Next Day Air,Yes,23,Venmo
617,4.6,Yes,Free Shipping,Yes,38,Credit Card
618,2.6,Yes,Standard,Yes,2,Bank Transfer
619,4,Yes,Express,Yes,21,Debit Card
620,4.6,Yes,Store Pickup,Yes,1,Debit Card
621,3.7,Yes,2-Day Shipping,Yes,10,Venmo
622,4.4,Yes,Store Pickup,Yes,45,Credit Card
623,4,Yes,Next Day Air,Yes,44,Bank Transfer
624,4.7,Yes,Standard,Yes,48,PayPal
625,3.4,Yes,Express,Yes,21,PayPal
626,4,Yes,Next Day Air,Yes,1,Venmo
627,3.9,Yes,Standard,Yes,10,Venmo
628,4.1,Yes,Express,Yes,24,PayPal
629,3.7,Yes,2-Day Shipping,Yes,29,Credit Card
630,4.7,Yes,Standard,Yes,11,Debit Card
631,4.3,Yes,2-Day Shipping,Yes,33,Debit Card
632,4.1,Yes,Store Pickup,Yes,27,Cash
633,3.9,Yes,Next Day Air,Yes,19,Venmo
634,2.9,Yes,Express,Yes,50,Debit Card
635,3.9,Yes,Standard,Yes,46,PayPal
636,4.3,Yes,2-Day Shipping,Yes,28,Cash
637,2.8,Yes,Store Pickup,Yes,14,Bank Transfer
638,3.4,Yes,2-Day Shipping,Yes,46,Cash
639,2.7,Yes,Express,Yes,41,PayPal
640,4,Yes,2-Day Shipping,Yes,50,Credit Card
641,4.4,Yes,Store Pickup,Yes,28,Debit Card
642,3.9,Yes,2-Day Shipping,Yes,23,Credit Card
643,2.8,Yes,2-Day Shipping,Yes,14,Debit Card
644,3.2,Yes,Next Day Air,Yes,10,Bank Transfer
645,4.3,Yes,Next Day Air,Yes,37,Cash
646,4.2,Yes,Express,Yes,15,Venmo
647,4.9,Yes,Standard,Yes,19,Venmo
648,3.7,Yes,Express,Yes,23,Credit Card
649,4.1,Yes,Store Pickup,Yes,35,Credit Card
650,4.2,Yes,Store Pickup,Yes,33,PayPal
651,3.9,Yes,Next Day Air,Yes,12,Bank Transfer
652,2.9,Yes,Next Day Air,Yes,41,Venmo
653,3.1,Yes,Free Shipping,Yes,27,Venmo
654,3.6,Yes,2-Day Shipping,Yes,45,Cash
655,4.4,Yes,2-Day Shipping,Yes,23,Venmo
656,3.1,Yes,Free Shipping,Yes,19,Venmo
657,3.9,Yes,Standard,Yes,6,PayPal
658,4.3,Yes,Free Shipping,Yes,6,PayPal
659,4.9,Yes,Store Pickup,Yes,20,Venmo
660,3.6,Yes,2-Day Shipping,Yes,8,Cash
661,5,Yes,2-Day Shipping,Yes,39,Credit Card
662,4.1,Yes,Store Pickup,Yes,39,Credit Card
663,2.8,Yes,Express,Yes,39,Venmo
664,4.7,Yes,Express,Yes,23,Credit Card
665,4.4,Yes,Express,Yes,41,PayPal
666,4.9,Yes,2-Day Shipping,Yes,50,Credit Card
667,3.1,Yes,Free Shipping,Yes,30,Debit Card
668,2.6,Yes,Standard,Yes,32,Bank Transfer
669,2.9,Yes,Express,Yes,35,Bank Transfer
670,3.3,Yes,Free Shipping,Yes,45,Venmo
671,4.8,Yes,Next Day Air,Yes,37,Cash
672,4.7,Yes,Express,Yes,45,Cash
673,3.3,Yes,2-Day Shipping,Yes,29,Cash
674,4.2,Yes,Free Shipping,Yes,27,Venmo
675,4.7,Yes,Store Pickup,Yes,36,Bank Transfer
676,2.6,Yes,2-Day Shipping,Yes,9,Cash
677,2.9,Yes,2-Day Shipping,Yes,38,Venmo
678,2.7,Yes,Express,Yes,41,PayPal
679,3.3,Yes,Store Pickup,Yes,25,Debit Card
680,3.4,Yes,Express,Yes,37,Venmo
681,4.2,Yes,Express,Yes,3,PayPal
682,3.8,Yes,2-Day Shipping,Yes,24,Credit Card
683,4,Yes,Standard,Yes,49,Credit Card
684,2.7,Yes,Free Shipping,Yes,3,Bank Transfer
685,4.7,Yes,Express,Yes,42,Debit Card
686,3.5,Yes,Standard,Yes,32,Cash
687,3,Yes,2-Day Shipping,Yes,33,Venmo
688,3.3,Yes,Free Shipping,Yes,46,Bank Transfer
689,4.7,Yes,Store Pickup,Yes,44,Venmo
690,4.7,Yes,Express,Yes,35,Credit Card
691,4.8,Yes,Standard,Yes,45,Bank Transfer
692,2.9,Yes,Standard,Yes,37,PayPal
693,4,Yes,2-Day Shipping,Yes,40,Debit Card
694,3.1,Yes,Free Shipping,Yes,30,Cash
695,3.5,Yes,2-Day Shipping,Yes,38,Venmo
696,3.7,Yes,Next Day Air,Yes,15,Debit Card
697,2.8,Yes,Standard,Yes,49,Cash
698,4.6,Yes,Free Shipping,Yes,40,Debit Card
699,3.8,Yes,Standard,Yes,40,Debit Card
700,2.6,Yes,2-Day Shipping,Yes,5,PayPal
701,4.1,Yes,Standard,Yes,5,PayPal
702,3.3,Yes,Next Day Air,Yes,5,Debit Card
703,3.4,Yes,Store Pickup,Yes,1,Cash
704,3,Yes,Standard,Yes,21,Venmo
705,3.2,Yes,Express,Yes,18,PayPal
706,4.5,Yes,Free Shipping,Yes,49,Cash
707,4.8,Yes,Express,Yes,27,Debit Card
708,3.7,Yes,Next Day Air,Yes,21,Venmo
709,3.4,Yes,Store Pickup,Yes,19,Cash
710,4.6,Yes,Standard,Yes,23,Debit Card
711,4.1,Yes,Standard,Yes,26,PayPal
712,3.5,Yes,2-Day Shipping,Yes,13,Bank Transfer
713,3.8,Yes,Next Day Air,Yes,36,Bank Transfer
714,2.6,Yes,Express,Yes,39,Bank Transfer
715,4.4,Yes,Store Pickup,Yes,40,Debit Card
716,2.6,Yes,Express,Yes,37,Debit Card
717,3.6,Yes,Express,Yes,9,Venmo
718,4.2,Yes,Express,Yes,7,Venmo
719,4.6,Yes,Standard,Yes,25,Bank Transfer
720,3.3,Yes,Next Day Air,Yes,42,Venmo
721,3.4,Yes,Free Shipping,Yes,19,Debit Card
722,4.4,Yes,Next Day Air,Yes,41,Debit Card
723,4.3,Yes,Store Pickup,Yes,50,Cash
724,3.5,Yes,Express,Yes,43,PayPal
725,4.7,Yes,Store Pickup,Yes,36,Venmo
726,3.1,Yes,Standard,Yes,33,Debit Card
727,3.6,Yes,Next Day Air,Yes,20,Bank Transfer
728,4.8,Yes,Next Day Air,Yes,37,Venmo
729,3.7,Yes,Next Day Air,Yes,12,PayPal
730,3.2,Yes,Express,Yes,46,PayPal
731,3.9,Yes,Standard,Yes,28,Venmo
732,3.5,Yes,Free Shipping,Yes,30,PayPal
733,2.8,Yes,Express,Yes,28,Cash
734,2.7,Yes,2-Day Shipping,Yes,20,Debit Card
735,3.1,Yes,Express,Yes,39,Bank Transfer
736,3.6,Yes,2-Day Shipping,Yes,48,Cash
737,2.9,Yes,2-Day Shipping,Yes,32,Credit Card
738,3.6,Yes,Store Pickup,Yes,28,PayPal
739,3.5,Yes,2-Day Shipping,Yes,27,Venmo
740,3.5,Yes,Free Shipping,Yes,26,Venmo
741,2.8,Yes,Next Day Air,Yes,22,Credit Card
742,4.7,Yes,Free Shipping,Yes,23,Bank Transfer
743,3.1,Yes,Express,Yes,21,Debit Card
744,4.9,Yes,Free Shipping,Yes,36,Cash
745,4.1,Yes,Next Day Air,Yes,42,Debit Card
746,4.7,Yes,Standard,Yes,4,Venmo
747,2.5,Yes,Free Shipping,Yes,47,Credit Card
748,4.4,Yes,Next Day Air,Yes,13,Bank Transfer
749,3.9,Yes,Free Shipping,Yes,8,Bank Transfer
750,3.7,Yes,Standard,Yes,11,Debit Card
751,3.4,Yes,Free Shipping,Yes,5,Venmo
752,4.8,Yes,Free Shipping,Yes,1,Credit Card
753,4.2,Yes,2-Day Shipping,Yes,17,PayPal
754,3.4,Yes,Store Pickup,Yes,27,Venmo
755,2.9,Yes,Store Pickup,Yes,3,Debit Card
756,3.3,Yes,Free Shipping,Yes,22,PayPal
757,4.8,Yes,Standard,Yes,24,Cash
758,3.8,Yes,Store Pickup,Yes,18,Debit Card
759,4.6,Yes,2-Day Shipping,Yes,39,Bank Transfer
760,2.6,Yes,Next Day Air,Yes,25,Credit Card
761,3.4,Yes,Free Shipping,Yes,6,Cash
762,4.2,Yes,Express,Yes,26,Bank Transfer
763,3.9,Yes,Standard,Yes,43,Debit Card
764,2.9,Yes,2-Day Shipping,Yes,6,Credit Card
765,4.2,Yes,Free Shipping,Yes,6,Debit Card
766,3,Yes,Store Pickup,Yes,13,Cash
767,3.6,Yes,Next Day Air,Yes,13,PayPal
768,2.5,Yes,Next Day Air,Yes,11,Cash
769,2.6,Yes,Express,Yes,45,Venmo
770,4.3,Yes,Store Pickup,Yes,8,PayPal
771,3.3,Yes,Express,Yes,8,Credit Card
772,2.6,Yes,Next Day Air,Yes,34,Bank Transfer
773,3.6,Yes,Free Shipping,Yes,40,Debit Card
774,2.6,Yes,Express,Yes,14,Debit Card
775,3.5,Yes,Standard,Yes,11,Credit Card
776,3,Yes,Store Pickup,Yes,8,PayPal
777,5,Yes,Standard,Yes,8,Venmo
778,2.5,Yes,Express,Yes,37,Venmo
779,2.9,Yes,Store Pickup,Yes,23,Debit Card
780,4.6,Yes,Express,Yes,38,Cash
781,3.6,Yes,Free Shipping,Yes,38,Cash
782,3,Yes,Store Pickup,Yes,12,Credit Card
783,4.5,Yes,Standard,Yes,15,Cash
784,4.5,Yes,Next Day Air,Yes,38,PayPal
785,3.2,Yes,Store Pickup,Yes,41,Bank Transfer
786,4,Yes,Next Day Air,Yes,37,PayPal
787,4.8,Yes,Express,Yes,16,Bank Transfer
788,3.7,Yes,Free Shipping,Yes,25,Venmo
789,3.8,Yes,Store Pickup,Yes,18,Bank Transfer
790,2.7,Yes,Standard,Yes,4,Credit Card
791,4.9,Yes,Store Pickup,Yes,12,Bank Transfer
792,3.1,Yes,2-Day Shipping,Yes,35,PayPal
793,4.2,Yes,Next Day Air,Yes,45,Venmo
794,3.8,Yes,Free Shipping,Yes,16,Credit Card
795,4.2,Yes,Store Pickup,Yes,10,Debit Card
796,4.6,Yes,Store Pickup,Yes,34,Venmo
797,4,Yes,2-Day Shipping,Yes,43,Credit Card
798,4,Yes,2-Day Shipping,Yes,38,Debit Card
799,3.8,Yes,2-Day Shipping,Yes,48,PayPal
800,3.3,Yes,Free Shipping,Yes,31,PayPal
801,2.6,Yes,Free Shipping,Yes,20,Cash
802,4.9,Yes,Express,Yes,12,Credit Card
803,3.5,Yes,Next Day Air,Yes,2,Bank Transfer
804,2.8,Yes,Express,Yes,30,Venmo
805,2.6,Yes,Store Pickup,Yes,28,Venmo
806,3.7,Yes,Next Day Air,Yes,40,Debit Card
807,2.7,Yes,Standard,Yes,46,PayPal
808,3.3,Yes,Express,Yes,15,Credit Card
809,4.6,Yes,Next Day Air,Yes,38,Cash
810,4.9,Yes,Next Day Air,Yes,30,PayPal
811,4.9,Yes,Store Pickup,Yes,32,Debit Card
812,2.7,Yes,Free Shipping,Yes,36,Venmo
813,3.2,Yes,Standard,Yes,32,Credit Card
814,2.9,Yes,Store Pickup,Yes,14,Debit Card
815,3.8,Yes,Express,Yes,8,PayPal
816,3,Yes,Next Day Air,Yes,27,Venmo
817,3.9,Yes,Store Pickup,Yes,24,Debit Card
818,4.7,Yes,Store Pickup,Yes,30,PayPal
819,4.9,Yes,Store Pickup,Yes,34,Debit Card
820,4.8,Yes,Next Day Air,Yes,28,Debit Card
821,2.5,Yes,2-Day Shipping,Yes,27,Debit Card
822,3.9,Yes,Standard,Yes,31,Credit Card
823,3.4,Yes,Standard,Yes,23,Bank Transfer
824,2.5,Yes,Free Shipping,Yes,11,Credit Card
825,3,Yes,Store Pickup,Yes,48,Cash
826,3.6,Yes,Next Day Air,Yes,17,Cash
827,3.6,Yes,Standard,Yes,36,PayPal
828,4.1,Yes,Free Shipping,Yes,33,Bank Transfer
829,3.7,Yes,2-Day Shipping,Yes,27,PayPal
830,3.1,Yes,2-Day Shipping,Yes,14,Credit Card
831,4.2,Yes,Express,Yes,5,Credit Card
832,4.3,Yes,Express,Yes,47,Cash
833,2.5,Yes,Express,Yes,28,Cash
834,3.5,Yes,Standard,Yes,11,Credit Card
835,3.1,Yes,Free Shipping,Yes,18,Credit Card
836,2.5,Yes,Next Day Air,Yes,21,Debit Card
837,3.9,Yes,Store Pickup,Yes,22,Cash
838,4.9,Yes,Express,Yes,33,Cash
839,4.3,Yes,Express,Yes,49,Credit Card
840,2.6,Yes,Free Shipping,Yes,10,Debit Card
841,4.2,Yes,2-Day Shipping,Yes,18,PayPal
842,2.6,Yes,Store Pickup,Yes,28,PayPal
843,3.6,Yes,Express,Yes,25,PayPal
844,3.2,Yes,Express,Yes,6,PayPal
845,4.4,Yes,Express,Yes,44,Venmo
846,3.7,Yes,Standard,Yes,30,Venmo
847,3.7,Yes,Express,Yes,42,Debit Card
848,4.1,Yes,Standard,Yes,30,PayPal
849,3.6,Yes,Store Pickup,Yes,33,Credit Card
850,4.3,Yes,Express,Yes,24,PayPal
851,2.6,Yes,Store Pickup,Yes,13,Venmo
852,2.9,Yes,Express,Yes,19,Debit Card
853,4.2,Yes,Next Day Air,Yes,23,Debit Card
854,4,Yes,Free Shipping,Yes,35,Cash
855,4.3,Yes,Free Shipping,Yes,22,Venmo
856,3,Yes,2-Day Shipping,Yes,14,Credit Card
857,3.5,Yes,Express,Yes,47,Debit Card
858,3,Yes,Standard,Yes,50,Debit Card
859,3.1,Yes,Free Shipping,Yes,33,PayPal
860,4,Yes,Next Day Air,Yes,7,Debit Card
861,4.1,Yes,Standard,Yes,3,Cash
862,3.3,Yes,2-Day Shipping,Yes,35,Credit Card
863,4.9,Yes,Standard,Yes,13,PayPal
864,3.9,Yes,Standard,Yes,42,PayPal
865,3.9,Yes,Next Day Air,Yes,5,PayPal
866,4.8,Yes,Store Pickup,Yes,23,Venmo
867,2.7,Yes,Free Shipping,Yes,11,PayPal
868,3.1,Yes,Free Shipping,Yes,23,Bank Transfer
869,3.2,Yes,Next Day Air,Yes,2,Credit Card
870,2.7,Yes,2-Day Shipping,Yes,33,PayPal
871,2.5,Yes,Standard,Yes,6,Bank Transfer
872,2.6,Yes,Next Day Air,Yes,45,Debit Card
873,2.9,Yes,Standard,Yes,25,Cash
874,4.2,Yes,Free Shipping,Yes,24,Venmo
875,4.4,Yes,Free Shipping,Yes,10,Venmo
876,4.1,Yes,Free Shipping,Yes,7,Bank Transfer
877,3.8,Yes,2-Day Shipping,Yes,1,Debit Card
878,4.9,Yes,Next Day Air,Yes,45,Venmo
879,4.9,Yes,Express,Yes,37,Debit Card
880,4.1,Yes,Free Shipping,Yes,14,PayPal
881,3.1,Yes,Express,Yes,25,Debit Card
882,2.7,Yes,Next Day Air,Yes,18,Venmo
883,3.8,Yes,Next Day Air,Yes,37,Cash
884,4.3,Yes,Free Shipping,Yes,30,Bank Transfer
885,4.1,Yes,Express,Yes,34,Bank Transfer
886,4.4,Yes,Free Shipping,Yes,49,Debit Card
887,3.6,Yes,Express,Yes,48,Bank Transfer
888,3.3,Yes,2-Day Shipping,Yes,33,PayPal
889,3.6,Yes,Express,Yes,44,Cash
890,2.8,Yes,Free Shipping,Yes,50,Venmo
891,4.3,Yes,2-Day Shipping,Yes,47,Credit Card
892,3.9,Yes,Store Pickup,Yes,24,PayPal
893,2.7,Yes,Free Shipping,Yes,43,Debit Card
894,4.7,Yes,Express,Yes,14,Venmo
895,3.8,Yes,Free Shipping,Yes,3,Debit Card
896,4.7,Yes,Next Day Air,Yes,33,Debit Card
897,4.7,Yes,Express,Yes,38,Cash
898,3.4,Yes,Express,Yes,46,Venmo
899,3.5,Yes,2-Day Shipping,Yes,19,Bank Transfer
900,4,Yes,Standard,Yes,20,PayPal
901,3.3,Yes,Free Shipping,Yes,42,Bank Transfer
902,4.7,Yes,2-Day Shipping,Yes,34,Cash
903,2.8,Yes,Next Day Air,Yes,5,Cash
904,3.3,Yes,Express,Yes,3,PayPal
905,2.9,Yes,Free Shipping,Yes,46,PayPal
906,2.8,Yes,Standard,Yes,16,Venmo
907,4.2,Yes,Standard,Yes,21,Debit Card
908,4.4,Yes,Express,Yes,34,Credit Card
909,3.6,Yes,Free Shipping,Yes,9,PayPal
910,2.7,Yes,Express,Yes,36,PayPal
911,3.4,Yes,Express,Yes,22,Credit Card
912,2.8,Yes,2-Day Shipping,Yes,2,Bank Transfer
913,3.4,Yes,Next Day Air,Yes,32,Bank Transfer
914,2.6,Yes,Next Day Air,Yes,29,Cash
915,4.1,Yes,Standard,Yes,27,Venmo
916,2.9,Yes,Store Pickup,Yes,33,Credit Card
917,2.7,Yes,Standard,Yes,16,Venmo
918,3.7,Yes,Standard,Yes,11,Bank Transfer
919,4.3,Yes,2-Day Shipping,Yes,11,Cash
920,2.6,Yes,2-Day Shipping,Yes,17,Debit Card
921,4.3,Yes,Free Shipping,Yes,37,Cash
922,4.1,Yes,Express,Yes,18,PayPal
923,4.2,Yes,Standard,Yes,13,Credit Card
924,4.2,Yes,2-Day Shipping,Yes,7,PayPal
925,3.1,Yes,Standard,Yes,37,Cash
926,4.9,Yes,Express,Yes,8,Cash
927,4.4,Yes,Express,Yes,11,Cash
928,4.4,Yes,Standard,Yes,8,Venmo
929,3.4,Yes,Store Pickup,Yes,31,Cash
930,4.5,Yes,2-Day Shipping,Yes,26,Debit Card
931,4.5,Yes,Store Pickup,Yes,20,Credit Card
932,4.1,Yes,Standard,Yes,24,Bank Transfer
933,3.2,Yes,Standard,Yes,45,Debit Card
934,2.7,Yes,Store Pickup,Yes,33,Debit Card
935,3.7,Yes,Express,Yes,21,Bank Transfer
936,2.6,Yes,Store Pickup,Yes,2,Bank Transfer
937,2.7,Yes,Free Shipping,Yes,28,Cash
938,2.7,Yes,Express,Yes,18,Venmo
939,4.8,Yes,Free Shipping,Yes,21,Debit Card
940,4.8,Yes,Next Day Air,Yes,24,Credit Card
941,2.6,Yes,Store Pickup,Yes,15,PayPal
942,4.5,Yes,2-Day Shipping,Yes,38,PayPal
943,3.2,Yes,Express,Yes,38,PayPal
944,3.8,Yes,Next Day Air,Yes,13,Venmo
945,4.8,Yes,Express,Yes,39,Cash
946,4.1,Yes,Store Pickup,Yes,8,Venmo
947,2.8,Yes,Next Day Air,Yes,4,PayPal
948,3.9,Yes,Store Pickup,Yes,6,Cash
949,4.9,Yes,Express,Yes,11,Venmo
950,3.4,Yes,Standard,Yes,49,Venmo
951,4.1,Yes,Free Shipping,Yes,30,PayPal
952,2.9,Yes,Express,Yes,34,Bank Transfer
953,3.1,Yes,2-Day Shipping,Yes,28,PayPal
954,3.6,Yes,2-Day Shipping,Yes,36,Venmo
955,3.5,Yes,Standard,Yes,18,Credit Card
956,3.4,Yes,Free Shipping,Yes,4,PayPal
957,2.9,Yes,2-Day Shipping,Yes,42,Debit Card
958,4.7,Yes,Store Pickup,Yes,11,Cash
959,4.4,Yes,Free Shipping,Yes,31,Credit Card
960,2.6,Yes,Standard,Yes,12,Cash
961,4.4,Yes,Standard,Yes,20,Venmo
962,3.7,Yes,Next Day Air,Yes,37,Debit Card
963,4.4,Yes,Standard,Yes,26,Debit Card
964,2.5,Yes,2-Day Shipping,Yes,14,Credit Card
965,2.6,Yes,Next Day Air,Yes,12,Venmo
966,5,Yes,Store Pickup,Yes,10,Credit Card
967,4.9,Yes,Express,Yes,19,Cash
968,3.7,Yes,Store Pickup,Yes,4,Cash
969,3.1,Yes,Next Day Air,Yes,48,Bank Transfer
970,3.2,Yes,Express,Yes,37,PayPal
971,4.4,Yes,Free Shipping,Yes,4,Cash
972,4.3,Yes,Next Day Air,Yes,15,Credit Card
973,3,Yes,Standard,Yes,33,Credit Card
974,3.5,Yes,2-Day Shipping,Yes,30,Bank Transfer
975,3.6,Yes,2-Day Shipping,Yes,23,Bank Transfer
976,3.8,Yes,2-Day Shipping,Yes,2,Bank Transfer
977,3.6,Yes,Express,Yes,50,Credit Card
978,4.6,Yes,Express,Yes,34,Cash
979,2.5,Yes,Standard,Yes,33,Credit Card
980,3.5,Yes,Store Pickup,Yes,34,Debit Card
981,4,Yes,Free Shipping,Yes,39,PayPal
982,3.5,Yes,Next Day Air,Yes,47,Credit Card
983,3.2,Yes,Standard,Yes,37,PayPal
984,3.5,Yes,Free Shipping,Yes,40,Venmo
985,3.4,Yes,Free Shipping,Yes,8,Credit Card
986,5,Yes,Express,Yes,12,Bank Transfer
987,4.5,Yes,Store Pickup,Yes,36,Bank Transfer
988,2.8,Yes,Express,Yes,48,PayPal
989,4.9,Yes,2-Day Shipping,Yes,47,PayPal
990,3.1,Yes,Store Pickup,Yes,2,Bank Transfer
991,4.8,Yes,Store Pickup,Yes,24,Cash
992,2.7,Yes,Standard,Yes,40,Bank Transfer
993,4.6,Yes,Express,Yes,50,Debit Card
994,4.4,Yes,Store Pickup,Yes,25,Cash
995,3.2,Yes,Express,Yes,20,Debit Card
996,3,Yes,2-Day Shipping,Yes,10,Venmo
997,4.9,Yes,Standard,Yes,32,Bank Transfer
998,3.6,Yes,Express,Yes,31,Cash
999,3.8,Yes,Next Day Air,Yes,48,Bank Transfer
1000,2.9,Yes,Standard,Yes,23,Debit Card
1001,3.9,Yes,Express,Yes,1,Bank Transfer
1002,3.6,Yes,Standard,Yes,4,Debit Card
1003,3.5,Yes,Store Pickup,Yes,3,Bank Transfer
1004,4,Yes,Store Pickup,Yes,3,Cash
1005,4.8,Yes,2-Day Shipping,Yes,44,Cash
1006,3.9,Yes,Store Pickup,Yes,5,Debit Card
1007,4.5,Yes,Next Day Air,Yes,50,Venmo
1008,4.8,Yes,Standard,Yes,2,Credit Card
1009,2.6,Yes,Store Pickup,Yes,29,PayPal
1010,3.1,Yes,Express,Yes,11,Venmo
